-3.261619 , -0.102262 , 0.214002
 -0.364533 , -2.134573 , 2.650334
 3.453852 , 0.544477 , 0.448755
 -1.981122 , -1.614423 , 3.007847
 0.252455 , 3.362088 , 0.123449
 0.995254 , -2.988301 , 0.940398
 2.167426 , -2.507713 , -0.026226
 0.076003 , -1.472488 , 1.613620
 -1.062027 , 3.010499 , -1.032043
 0.202019 , -0.577324 , 0.341945
 1.343829 , -2.630865 , 2.646233
 2.481268 , -0.286310 , 0.553480
 0.097624 , 0.692083 , 1.910068
 -1.331766 , -0.857376 , -2.584578
 -1.000327 , -3.785712 , -0.281878
 2.282744 , -0.462121 , -1.696769
 2.826824 , 0.207776 , 1.827334
 -1.869486 , 2.267872 , -0.255647
 -2.424021 , -0.422584 , 1.827518
 2.399772 , -2.854266 , 0.883682
 -2.695772 , -0.601462 , -0.161169
 -1.529681 , 3.541007 , -0.895803
 -0.647572 , -1.629041 , -0.974140
 -0.650269 , -2.892415 , -0.953227
 -0.043798 , 3.060176 , 2.190641
 -1.264674 , -0.345505 , 0.704974
 -0.774714 , 0.683864 , -2.470713
 1.452566 , 2.494369 , 1.137721
 -1.365260 , 1.900426 , 2.587862
 1.770088 , 1.263859 , -1.129804
 0.882918 , -0.679971 , 2.519633
 0.808330 , 0.112729 , 1.041717
 -2.552854 , -1.771993 , -0.380086
 1.143886 , 1.942656 , -0.690757
 0.944418 , 0.946315 , 2.835491
 0.476539 , 0.374929 , -0.486976
 -0.401984 , -1.545557 , -2.393489
 0.596507 , 3.318561 , -0.675120
 1.233271 , -1.154396 , 0.693620
 1.232150 , 0.367140 , 2.387109
 1.814023 , -1.973482 , -1.958031
 -2.893165 , -0.136406 , -0.259307
 -0.421487 , 1.195055 , -2.791012
 -0.102757 , 1.197262 , 0.274238
 -1.145581 , -0.847069 , 1.775938
 1.797614 , -1.550872 , -3.147354
 -0.591691 , -0.162134 , 0.013556
 0.740893 , -3.019807 , 0.793424
 0.514821 , 0.610095 , -0.254218
 -0.286721 , 2.088964 , -1.583325
 1.847030 , -1.581703 , -2.870253
 2.592797 , -0.462378 , 0.720899
 1.798467 , -1.909742 , -0.359720
 0.567184 , 0.060664 , 1.275491
 3.143321 , 1.886039 , 1.514002
 2.474710 , -2.076729 , 2.108120
 2.149821 , 0.338883 , -0.151594
 -0.684957 , -3.411459 , 0.213581
 0.060980 , 2.012784 , -2.951257
 0.683682 , -2.073656 , 3.075682
 -0.380638 , 2.966254 , -2.158153
 -0.088306 , 0.570035 , 2.823113
 0.238253 , 0.583632 , -3.084050
 -0.046154 , -1.231315 , -3.719403
 -1.067959 , 3.324805 , 0.039432
 -1.680308 , -2.085138 , 1.731699
 -0.546698 , 0.732795 , 0.116128
 2.149083 , 1.772700 , 2.428633
 1.924147 , 0.049437 , 2.546513
 -1.669247 , 1.371486 , -1.598108
 -0.529300 , -1.813634 , -3.005674
 2.095440 , -0.630379 , 1.493529
 0.213531 , -1.360968 , -2.850845
 -0.997135 , 1.957321 , 1.839075
 1.855630 , -2.609919 , 0.453578
 1.484113 , 2.963645 , 0.467144
 -1.242088 , 0.285207 , 3.698113
 -1.310672 , -1.114140 , 1.663263
 -0.736396 , 1.340096 , -2.244435
 -2.262065 , -2.351560 , -1.004123
 -0.801416 , -1.648413 , 0.194222
 2.337214 , -0.823199 , 1.816469
 1.578257 , 1.055882 , -3.015660
 0.229167 , -1.496856 , 3.209250
 0.282323 , 1.142671 , 2.736700
 1.502808 , 1.509619 , 2.470180
 0.196876 , 0.665419 , 1.471352
 -0.317970 , 2.078036 , -1.789734
 -1.355361 , -1.912437 , -2.629212
 1.320623 , 1.006698 , 2.340204
 -1.232389 , 1.043401 , -1.995888
 -0.492771 , 2.050751 , 2.274729
 -0.157321 , 1.727199 , -0.898395
 0.898831 , 2.673321 , 2.062580
 0.852700 , 2.891520 , -0.754333
 -2.098957 , 0.678436 , -3.158058
 -0.076335 , 2.760081 , 1.633011
 -0.584853 , 1.858349 , -1.798943
 -1.314070 , -1.487849 , -2.252874
 0.860408 , 0.635867 , -3.435304
 -0.165283 , -2.712961 , -1.656663
 -3.493640 , 1.698435 , 0.448857
 -0.702814 , 3.905935 , -0.317116
 1.598114 , 1.497093 , 0.280203
 0.608193 , 0.338595 , 0.807660
 -1.025974 , 3.182332 , -2.035522
 -0.700864 , 0.561573 , -1.679497
 2.656926 , -1.857045 , -1.904483
 -2.135989 , 0.940254 , 1.628612
 -0.760688 , 2.467542 , -2.709872
 0.343345 , 0.064462 , 3.307019
 -0.489516 , 2.911777 , 2.666866
 1.546269 , -1.544008 , 2.439987
 3.029867 , 1.950796 , 0.618208
 2.734046 , 1.465476 , 0.422908
 -2.320821 , -0.621444 , 2.834482
 1.020039 , 2.190880 , 1.021833
 2.187543 , 2.857947 , -0.162116
 2.192434 , -1.715164 , -1.666208
 -2.416485 , -1.623970 , -0.187667
 -1.488174 , -0.761531 , 0.723810
 -0.077544 , 0.266436 , 3.666791
 -0.348007 , 3.709440 , -0.918771
 -0.294913 , -3.708322 , -1.339395
 -1.517163 , -2.472322 , -1.683908
 -0.580622 , -0.338002 , 1.683937
 0.002581 , -1.595107 , -1.274317
 3.015216 , -1.810398 , 0.868514
 2.114956 , -2.254421 , -2.444703
 -1.011030 , 1.239140 , -2.384808
 -0.568259 , -0.500041 , -3.534424
 2.960464 , 1.328808 , -1.550755
 -0.719874 , -2.292851 , 1.592899
 -1.726846 , -1.656152 , 1.065512
 0.382804 , 0.698171 , 1.978432
 -3.274869 , -0.479799 , -0.958623
 -0.308969 , -1.307636 , 2.607656
 0.687061 , 3.120126 , 1.629049
 1.006834 , -0.344222 , 1.997709
 -1.656738 , 0.982653 , 0.221283
 2.383775 , 1.583226 , -2.096863
 -2.375266 , 0.624021 , 0.452514
 -0.786191 , -3.915444 , -0.176036
 0.366838 , -3.605843 , -0.198770
 1.837340 , -2.117794 , -1.140542
 -2.608962 , 1.435328 , -2.456050
 -1.454690 , 1.660016 , 0.128078
 1.585263 , 2.631823 , 1.982209
 1.338672 , 1.320985 , -2.010817
 -2.888666 , 0.660930 , -0.963681
 0.455655 , 0.495870 , -2.195395
 0.450933 , 2.528166 , 0.675542
 -0.210688 , -2.738234 , -2.673660
 -0.126656 , -2.983818 , 0.092621
 -0.628514 , 0.769660 , -1.377444
 -0.339022 , -0.240926 , 2.948202
 0.416288 , 1.083085 , -3.558266
 -0.245208 , -2.309271 , -0.330002
 -2.583771 , 2.114303 , -1.689212
 2.443821 , 1.783019 , -0.163319
 -1.912791 , -0.159007 , 0.030495
 0.890098 , -0.546209 , -2.292003
 0.598578 , -1.195515 , -1.926038
 -1.090635 , 0.472893 , 1.368499
 -1.469609 , 0.142096 , 2.556966
 2.329243 , 2.747504 , 0.165625
 0.492704 , -0.767042 , 2.187491
 -2.208806 , 1.769138 , -2.095407
